loss,delay,fast_recovery,md5_hash,ttc
0.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0028831958770751953
0.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0033140182495117188
0.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0048198699951171875
0.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003727436065673828
0.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004662990570068359
0.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0035867691040039062
0.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.005503654479980469
0.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.004072427749633789
0.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0037987232208251953
0.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.011798858642578125
0.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004166126251220703
0.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.013408422470092773
0.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.008729934692382812
0.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.005327701568603516
0.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003638744354248047
0.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0046045780181884766
0.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003465414047241211
0.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0061681270599365234
0.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0041046142578125
0.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003265857696533203
1.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004903554916381836
1.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003248929977416992
1.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002960681915283203
1.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.015388011932373047
1.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0029299259185791016
1.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0024607181549072266
1.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.012762308120727539
1.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003660440444946289
1.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.007393360137939453
1.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0030372142791748047
1.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003551483154296875
1.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0035543441772460938
1.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00330352783203125
1.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.009782552719116211
1.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.006789207458496094
1.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0071887969970703125
1.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.008733034133911133
1.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0027205944061279297
1.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.00509333610534668
1.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.007405757904052734
2.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004823207855224609
2.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.006078958511352539
2.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00780177116394043
2.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003570556640625
2.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.018093109130859375
2.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003039836883544922
2.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.006547689437866211
2.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003324747085571289
2.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.007247447967529297
2.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0023393630981445312
2.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0031991004943847656
2.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.007214784622192383
2.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0029392242431640625
2.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0029380321502685547
2.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002751588821411133
2.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.002349853515625
2.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.005081892013549805
2.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.006730318069458008
2.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.005837917327880859
2.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0030884742736816406
3.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00705718994140625
3.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0028188228607177734
3.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002663850784301758
3.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00660252571105957
3.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0035881996154785156
3.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0029959678649902344
3.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0030863285064697266
3.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.002625703811645508
3.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0029010772705078125
3.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.007571697235107422
3.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0031583309173583984
3.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0031538009643554688
3.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004998207092285156
3.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0035674571990966797
3.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0026679039001464844
3.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0031571388244628906
3.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0024852752685546875
3.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0026886463165283203
3.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0035588741302490234
3.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.002543926239013672
